"CountryCode","SeriesCode","Year","DESCRIPTION",
"ALB","SH.STA.OWAD.ZS","YR2004","Plausible bound is 44.8 - 52.6",
"ALB","SH.STA.OWAD.ZS","YR2005","Plausible bound is 45.6 - 53.3",
"ALB","SH.STA.OWAD.ZS","YR2006","Plausible bound is 46.3 - 54.1",
"ALB","SH.STA.OWAD.ZS","YR2007","Plausible bound is 47.1 - 54.8",
"ALB","SH.STA.OWAD.ZS","YR2008","Plausible bound is 47.8 - 55.6",
"ALB","SH.STA.OWAD.ZS","YR2009","Plausible bound is 48.6 - 56.4",
"ALB","SH.STA.OWAD.ZS","YR2010","Plausible bound is 49.3 - 57.2",
"ALB","SH.STA.OWAD.ZS","YR2011","Plausible bound is 50 - 58.1",
"ALB","SH.STA.OWAD.ZS","YR2012","Plausible bound is 50.6 - 59",
"ALB","SH.STA.OWAD.ZS","YR2013","Plausible bound is 51.2 - 59.8",
"ALB","SH.STA.OWAD.ZS","YR2014","Plausible bound is 51.8 - 60.7",
"ALB","SH.STA.OWAD.ZS","YR2015","Plausible bound is 52.2 - 61.6",
"ALB","SH.STA.OWAD.ZS","YR2016","Plausible bound is 52.7 - 62.5",
"ALB","SI.DST.FRST.20","YR1996","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2002","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2005","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2008","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2012","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2014","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2015","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2016","Estimated from unit-record consumption data.",
"ALB","SI.DST.FRST.20","YR2017","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR1996","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2002","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2005","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2008","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2012","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2014","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2015","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2016","Estimated from unit-record consumption data.",
"ALB","SI.POV.GINI","YR2017","Estimated from unit-record consumption data.",
"ALB","SI.POV.NAHC","YR2002","Source: Albania: trends in poverty 2002-2005-2008. Poverty line is absolute. World Bank estimate.",
"ALB","SI.POV.NAHC","YR2005","Source: Albania: trends in poverty 2002-2005-2008. Poverty line is absolute. World Bank estimate.",
"ALB","SI.POV.NAHC","YR2008","Source: Albania: trends in poverty 2002-2005-2008. Poverty line is absolute. World Bank estimate.",
"ALB","SI.POV.NAHC","YR2012","Source: Instat and World Bank (2013). ALBANIA: TRENDS IN POVERTY 2002-2005-2008-2012. Poverty line is absolute. World Bank estimate.",
"ALB","SI.SPR.PCAP.ZG","YR2017","Estimated from individual consumption data. Growth rates are for the period of 2014-2017.",
"ALB","SL.TLF.0714.ZS","YR2000","Multiple Indicator Cluster Survey (MICS).",
"ALB","SL.TLF.0714.ZS","YR2005","Multiple Indicator Cluster Survey (MICS).",
"ALB","SL.TLF.0714.ZS","YR2010","National Child Labour Survey (NCLS).",
"ALB","SP.UWT.TFRT","YR2009","Source: Albania 2008-2009 Demographic and Health Survey",
"ALB","SP.UWT.TFRT","YR2018","Source: Albania 2017-2018 Demographic and Health Survey (DHS)",
"AND","IT.NET.USER.ZS","YR1990","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR1996","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR1997","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR1998","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR1999","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2000","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2002","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2003","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2004","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2005","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2006","Source: Servei de Telecomunicacions d'Andorra (STA).",
"AND","IT.NET.USER.ZS","YR2007","Source: Andorra Telecom",
"AND","IT.NET.USER.ZS","YR2008","Source: Andorra Telecom",
"AND","IT.NET.USER.ZS","YR2009","Source: Andorra Telecom",
"AND","IT.NET.USER.ZS","YR2010","Source: Servei de Telecomunicacions d'Andorra",
"AND","IT.NET.USER.ZS","YR2011","Source: Servei de Telecomunicacions d'Andorra",
"AND","IT.NET.USER.ZS","YR2012","Source: ITU estimate.",
"AND","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"AND","IT.NET.USER.ZS","YR2014","Source: ITU estimate.",
"AND","IT.NET.USER.ZS","YR2015","Source: ITU estimate.",
"AND","IT.NET.USER.ZS","YR2016","Source: ITU estimate.",
"AND","IT.NET.USER.ZS","YR2017","Source: Servei d'studis - Ministeri de Finances",
"AND","SH.DYN.MORT","YR1985","Uncertainty bound is 6.6 - 33.5",
"AND","SH.DYN.MORT","YR1986","Uncertainty bound is 6.6 - 29.5",
"AND","SH.DYN.MORT","YR1987","Uncertainty bound is 6.6 - 26.1",
"AND","SH.DYN.MORT","YR1988","Uncertainty bound is 6.5 - 23.1",
"AND","SH.DYN.MORT","YR1989","Uncertainty bound is 6.5 - 20.6",
"AND","SH.DYN.MORT","YR1990","Uncertainty bound is 6.5 - 18.5",
"AND","SH.DYN.MORT","YR1991","Uncertainty bound is 6.4 - 16.7",
"AND","SH.DYN.MORT","YR1992","Uncertainty bound is 6.3 - 15",
"AND","SH.DYN.MORT","YR1993","Uncertainty bound is 6.2 - 13.7",
"AND","SH.DYN.MORT","YR1994","Uncertainty bound is 6 - 12.5",
"AND","SH.DYN.MORT","YR1995","Uncertainty bound is 5.8 - 11.5",
"AND","SH.DYN.MORT","YR1996","Uncertainty bound is 5.6 - 10.7",
"AND","SH.DYN.MORT","YR1997","Uncertainty bound is 5.5 - 9.9",
"AND","SH.DYN.MORT","YR1998","Uncertainty bound is 5.3 - 9.3",
"AND","SH.DYN.MORT","YR1999","Uncertainty bound is 5.1 - 8.8",
"AND","SH.DYN.MORT","YR2000","Uncertainty bound is 5 - 8.4",
"AND","SH.DYN.MORT","YR2001","Uncertainty bound is 4.8 - 8",
"AND","SH.DYN.MORT","YR2002","Uncertainty bound is 4.6 - 7.6",
"AND","SH.DYN.MORT","YR2003","Uncertainty bound is 4.5 - 7.3",
"AND","SH.DYN.MORT","YR2004","Uncertainty bound is 4.3 - 7",
"AND","SH.DYN.MORT","YR2005","Uncertainty bound is 4.2 - 6.7",
"AND","SH.DYN.MORT","YR2006","Uncertainty bound is 4 - 6.4",
"AND","SH.DYN.MORT","YR2007","Uncertainty bound is 3.8 - 6.1",
"AND","SH.DYN.MORT","YR2008","Uncertainty bound is 3.6 - 5.9",
"AND","SH.DYN.MORT","YR2009","Uncertainty bound is 3.4 - 5.7",
"AND","SH.DYN.MORT","YR2010","Uncertainty bound is 3.1 - 5.5",
"AND","SH.DYN.MORT","YR2011","Uncertainty bound is 2.9 - 5.4",
"AND","SH.DYN.MORT","YR2012","Uncertainty bound is 2.7 - 5.3",
"AND","SH.DYN.MORT","YR2013","Uncertainty bound is 2.5 - 5.2",
"AND","SH.DYN.MORT","YR2014","Uncertainty bound is 2.3 - 5.2",
"AND","SH.DYN.MORT","YR2015","Uncertainty bound is 2.1 - 5.1",
"AND","SH.DYN.MORT","YR2016","Uncertainty bound is 1.9 - 5.1",
"AND","SH.DYN.MORT","YR2017","Uncertainty bound is 1.8 - 5",
"AND","SH.DYN.MORT","YR2018","Uncertainty bound is 1.7 - 5",
"AND","SH.STA.OWAD.ZS","YR1975","Plausible bound is 40 - 52.1",
"AND","SH.STA.OWAD.ZS","YR1976","Plausible bound is 41.2 - 52.8",
"AND","SH.STA.OWAD.ZS","YR1977","Plausible bound is 42.3 - 53.5",
"AND","SH.STA.OWAD.ZS","YR1978","Plausible bound is 43.4 - 54.1",
"AND","SH.STA.OWAD.ZS","YR1979","Plausible bound is 44.4 - 54.7",
"AND","SH.STA.OWAD.ZS","YR1980","Plausible bound is 45.3 - 55.4",
"AND","SH.STA.OWAD.ZS","YR1981","Plausible bound is 46.2 - 56",
"AND","SH.STA.OWAD.ZS","YR1982","Plausible bound is 47 - 56.5",
"AND","SH.STA.OWAD.ZS","YR1983","Plausible bound is 47.8 - 57.1",
"AND","SH.STA.OWAD.ZS","YR1984","Plausible bound is 48.5 - 57.7",
"AND","SH.STA.OWAD.ZS","YR1985","Plausible bound is 49.2 - 58.2",
"AND","SH.STA.OWAD.ZS","YR1986","Plausible bound is 49.9 - 58.8",
"AND","SH.STA.OWAD.ZS","YR1987","Plausible bound is 50.5 - 59.3",
"AND","SH.STA.OWAD.ZS","YR1988","Plausible bound is 51.1 - 59.7",
"AND","SH.STA.OWAD.ZS","YR1989","Plausible bound is 51.6 - 60.1",
"AND","SH.STA.OWAD.ZS","YR1990","Plausible bound is 52.1 - 60.5",
"AND","SH.STA.OWAD.ZS","YR1991","Plausible bound is 52.6 - 60.9",
"AND","SH.STA.OWAD.ZS","YR1992","Plausible bound is 53 - 61.3",
"AND","SH.STA.OWAD.ZS","YR1993","Plausible bound is 53.4 - 61.5",
"AND","SH.STA.OWAD.ZS","YR1994","Plausible bound is 53.9 - 61.8",
"AND","SH.STA.OWAD.ZS","YR1995","Plausible bound is 54.3 - 62.1",
"AND","SH.STA.OWAD.ZS","YR1996","Plausible bound is 54.7 - 62.5",
"AND","SH.STA.OWAD.ZS","YR1997","Plausible bound is 55 - 62.8",
"AND","SH.STA.OWAD.ZS","YR1998","Plausible bound is 55.4 - 63.1",
"AND","SH.STA.OWAD.ZS","YR1999","Plausible bound is 55.7 - 63.3",
"AND","SH.STA.OWAD.ZS","YR2000","Plausible bound is 56.1 - 63.6",
"AND","SH.STA.OWAD.ZS","YR2001","Plausible bound is 56.4 - 63.8",
"AND","SH.STA.OWAD.ZS","YR2002","Plausible bound is 56.7 - 64.1",
"AND","SH.STA.OWAD.ZS","YR2003","Plausible bound is 57 - 64.4",
"AND","SH.STA.OWAD.ZS","YR2004","Plausible bound is 57.3 - 64.6",
"AND","SH.STA.OWAD.ZS","YR2005","Plausible bound is 57.6 - 64.9",
"AND","SH.STA.OWAD.ZS","YR2006","Plausible bound is 57.8 - 65.1",
"AND","SH.STA.OWAD.ZS","YR2007","Plausible bound is 58.1 - 65.4",
"AND","SH.STA.OWAD.ZS","YR2008","Plausible bound is 58.2 - 65.7",
"AND","SH.STA.OWAD.ZS","YR2009","Plausible bound is 58.4 - 65.9",
"AND","SH.STA.OWAD.ZS","YR2010","Plausible bound is 58.5 - 66.2",
"AND","SH.STA.OWAD.ZS","YR2011","Plausible bound is 58.6 - 66.5",
"AND","SH.STA.OWAD.ZS","YR2012","Plausible bound is 58.6 - 66.8",
"AND","SH.STA.OWAD.ZS","YR2013","Plausible bound is 58.7 - 67.1",
"AND","SH.STA.OWAD.ZS","YR2014","Plausible bound is 58.8 - 67.5",
"AND","SH.STA.OWAD.ZS","YR2015","Plausible bound is 58.7 - 67.9",
"AND","SH.STA.OWAD.ZS","YR2016","Plausible bound is 58.7 - 68.3",
"ARB","SE.ADT.LITR.ZS","YR1978","UIS estimate",
"ARB","SE.ADT.LITR.ZS","YR1979","UIS estimate",
"ARB","SE.ADT.LITR.ZS","YR1980","UIS estimate",
"ARB","SE.ADT.LITR.ZS","YR1981","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR1970","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR1990","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR1994","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR1997","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR1998","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2002","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2006","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2007","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2008","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2014","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2015","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2016","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2017","UIS estimate",
"ARB","SE.ENR.PRSC.FM.ZS","YR2018","UIS estimate",
"ARB","SE.PRM.ENRR","YR1970","UIS estimate",
"ARB","SE.PRM.ENRR","YR1990","UIS estimate",
"ARB","SE.PRM.ENRR","YR1997","UIS estimate",
"ARB","SE.PRM.ENRR","YR1998","UIS estimate",
"ARB","SE.PRM.ENRR","YR2008","UIS estimate",
"ARB","SE.PRM.ENRR","YR2015","UIS estimate",
"ARB","SE.PRM.ENRR","YR2018","UIS estimate",
"ARE","IT.NET.USER.ZS","YR1990","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR1995","Source: Emirates Telecommunications Corporation (ETISALAT).;Note: Internet Dial-up customers.",
"ARE","IT.NET.USER.ZS","YR1996","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR1997","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR1998","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR1999","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR2000","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR2001","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR2002","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR2003","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR2004","Source: Emirates Telecommunications Corporation (ETISALAT).",
"ARE","IT.NET.USER.ZS","YR2005","Source: ITU estimate.",
"ARE","IT.NET.USER.ZS","YR2006","Source: ITU estimate.",
"ARE","IT.NET.USER.ZS","YR2007","Source: ITU estimate.",
"ARE","IT.NET.USER.ZS","YR2008","Source: ITU estimate.;Note: Refers to the total population.",
"ARE","IT.NET.USER.ZS","YR2009","Source: ITU estimate.;Note: Refers to the total population.",
"ARE","IT.NET.USER.ZS","YR2010","Source: Telecommunications Regulatory Authority (TRA);Note: Refers to the total population.",
"ARE","IT.NET.USER.ZS","YR2011","Source: ITU estimate based on TRA.;Note: Break in comparability. Population age 15-74 in the last 3 months (exc. population living in working camps).",
"ARE","IT.NET.USER.ZS","YR2012","Source: Telecommunications Regulatory Authority;Note: Population age 15-74 in the last 3 months.",
"ARE","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"ARE","IT.NET.USER.ZS","YR2014","Source: Telecommunications Regulatory Authority (TRA);Note: Population age 15-74 in the last 3 months.",
"ARE","IT.NET.USER.ZS","YR2015","Source: ITU estimate.",
"ARE","IT.NET.USER.ZS","YR2016","Source: Telecommunications Regulatory Authority;Note: Reference period for computer & Internet  usage is 3 months only",
"ARE","IT.NET.USER.ZS","YR2017","Source: Telecommunications Regulatory Authority;Note: Estimated 94.82% individuals using the internet; Reference period for computer & Internet  usage is 3 months only (Age 15 to 74 yrs)",
"ARE","IT.NET.USER.ZS","YR2018","Source: Telecommunications Regulatory Authority",
"ARE","SE.ADT.LITR.ZS","YR2015","UIS estimate",
"ARE","SH.DYN.MORT","YR1960","Uncertainty bound is 153.6 - 256.9",
"ARE","SH.DYN.MORT","YR1961","Uncertainty bound is 148.9 - 239.1",
"ARE","SH.DYN.MORT","YR1962","Uncertainty bound is 143.6 - 222.3",
"ARE","SH.DYN.MORT","YR1963","Uncertainty bound is 137.7 - 206.9",
"ARE","SH.DYN.MORT","YR1964","Uncertainty bound is 131.3 - 192.5",
"ARE","SH.DYN.MORT","YR1965","Uncertainty bound is 124.1 - 178.3",
"ARE","SH.DYN.MORT","YR1966","Uncertainty bound is 116.3 - 164.1",
"ARE","SH.DYN.MORT","YR1967","Uncertainty bound is 108.3 - 150.2",
"ARE","SH.DYN.MORT","YR1968","Uncertainty bound is 99.7 - 137.2",
"ARE","SH.DYN.MORT","YR1969","Uncertainty bound is 91.9 - 124.9",
"ARE","SH.DYN.MORT","YR1970","Uncertainty bound is 84.1 - 113.2",
"ARE","SH.DYN.MORT","YR1971","Uncertainty bound is 76.5 - 102.5",
"ARE","SH.DYN.MORT","YR1972","Uncertainty bound is 69.3 - 92.8",
"ARE","SH.DYN.MORT","YR1973","Uncertainty bound is 62.8 - 83.9",
"ARE","SH.DYN.MORT","YR1974","Uncertainty bound is 56.8 - 76",
"ARE","SH.DYN.MORT","YR1975","Uncertainty bound is 51.4 - 68.8",
"ARE","SH.DYN.MORT","YR1976","Uncertainty bound is 46.3 - 62.1",
"ARE","SH.DYN.MORT","YR1977","Uncertainty bound is 41.8 - 56",
"ARE","SH.DYN.MORT","YR1978","Uncertainty bound is 37.6 - 50.5",
"ARE","SH.DYN.MORT","YR1979","Uncertainty bound is 33.8 - 45.6",
"ARE","SH.DYN.MORT","YR1980","Uncertainty bound is 30.4 - 41.2",
"ARE","SH.DYN.MORT","YR1981","Uncertainty bound is 27.5 - 37.3",
"ARE","SH.DYN.MORT","YR1982","Uncertainty bound is 25 - 34.1",
"ARE","SH.DYN.MORT","YR1983","Uncertainty bound is 22.8 - 31.3",
"ARE","SH.DYN.MORT","YR1984","Uncertainty bound is 21 - 28.8",
"ARE","SH.DYN.MORT","YR1985","Uncertainty bound is 19.4 - 26.7",
"ARE","SH.DYN.MORT","YR1986","Uncertainty bound is 18.1 - 25",
"ARE","SH.DYN.MORT","YR1987","Uncertainty bound is 16.9 - 23.4",
"ARE","SH.DYN.MORT","YR1988","Uncertainty bound is 15.8 - 22",
"ARE","SH.DYN.MORT","YR1989","Uncertainty bound is 14.9 - 20.6",
"ARE","SH.DYN.MORT","YR1990","Uncertainty bound is 14.1 - 19.5",
"ARE","SH.DYN.MORT","YR1991","Uncertainty bound is 13.5 - 18.4",
"ARE","SH.DYN.MORT","YR1992","Uncertainty bound is 12.9 - 17.4",
"ARE","SH.DYN.MORT","YR1993","Uncertainty bound is 12.4 - 16.5",
"ARE","SH.DYN.MORT","YR1994","Uncertainty bound is 11.9 - 15.7",
"ARE","SH.DYN.MORT","YR1995","Uncertainty bound is 11.6 - 14.9",
"ARE","SH.DYN.MORT","YR1996","Uncertainty bound is 11.3 - 14.2",
"ARE","SH.DYN.MORT","YR1997","Uncertainty bound is 11.1 - 13.6",
"ARE","SH.DYN.MORT","YR1998","Uncertainty bound is 10.9 - 13",
"ARE","SH.DYN.MORT","YR1999","Uncertainty bound is 10.7 - 12.4",
"ARE","SH.DYN.MORT","YR2000","Uncertainty bound is 10.6 - 11.9",
"ARE","SH.DYN.MORT","YR2001","Uncertainty bound is 10.4 - 11.4",
"ARE","SH.DYN.MORT","YR2002","Uncertainty bound is 10.3 - 11",
"ARE","SH.DYN.MORT","YR2003","Uncertainty bound is 10 - 10.6",
"ARE","SH.DYN.MORT","YR2004","Uncertainty bound is 9.7 - 10.3",
"ARE","SH.DYN.MORT","YR2005","Uncertainty bound is 9.4 - 10",
"ARE","SH.DYN.MORT","YR2006","Uncertainty bound is 9.1 - 9.7",
"ARE","SH.DYN.MORT","YR2007","Uncertainty bound is 8.9 - 9.5",
"ARE","SH.DYN.MORT","YR2008","Uncertainty bound is 8.6 - 9.2",
"ARE","SH.DYN.MORT","YR2009","Uncertainty bound is 8.4 - 9",
"ARE","SH.DYN.MORT","YR2010","Uncertainty bound is 8.2 - 8.7",
"ARE","SH.DYN.MORT","YR2011","Uncertainty bound is 8.1 - 8.5",
"ARE","SH.DYN.MORT","YR2012","Uncertainty bound is 7.9 - 8.4",
"ARE","SH.DYN.MORT","YR2013","Uncertainty bound is 7.8 - 8.2",
"ARE","SH.DYN.MORT","YR2014","Uncertainty bound is 7.6 - 8.2",
"ARE","SH.DYN.MORT","YR2015","Uncertainty bound is 7.5 - 8.2",
"ARE","SH.DYN.MORT","YR2016","Uncertainty bound is 7.3 - 8.3",
"ARE","SH.DYN.MORT","YR2017","Uncertainty bound is 7 - 8.5",
"ARE","SH.DYN.MORT","YR2018","Uncertainty bound is 6.8 - 8.6",
"ARE","SH.STA.OWAD.ZS","YR1975","Plausible bound is 37.6 - 52.7",
"ARE","SH.STA.OWAD.ZS","YR1976","Plausible bound is 38.3 - 53",
"ARE","SH.STA.OWAD.ZS","YR1977","Plausible bound is 39 - 53.2",
"ARE","SH.STA.OWAD.ZS","YR1978","Plausible bound is 39.7 - 53.4",
"ARE","SH.STA.OWAD.ZS","YR1979","Plausible bound is 40.6 - 53.6",
"ARE","SH.STA.OWAD.ZS","YR1980","Plausible bound is 41.5 - 53.9",
"ARE","SH.STA.OWAD.ZS","YR1981","Plausible bound is 42.4 - 54.3",
"ARE","SH.STA.OWAD.ZS","YR1982","Plausible bound is 43.3 - 54.7",
"ARE","SH.STA.OWAD.ZS","YR1983","Plausible bound is 44.1 - 55",
"ARE","SH.STA.OWAD.ZS","YR1984","Plausible bound is 44.9 - 55.5",
"ARE","SH.STA.OWAD.ZS","YR1985","Plausible bound is 45.6 - 55.8",
"ARE","SH.STA.OWAD.ZS","YR1986","Plausible bound is 46.2 - 56.2",
"ARE","SH.STA.OWAD.ZS","YR1987","Plausible bound is 46.8 - 56.4",
"ARE","SH.STA.OWAD.ZS","YR1988","Plausible bound is 47.3 - 56.8",
"ARE","SH.STA.OWAD.ZS","YR1989","Plausible bound is 47.9 - 57.1",
"ARE","SH.STA.OWAD.ZS","YR1990","Plausible bound is 48.4 - 57.4",
"ARE","SH.STA.OWAD.ZS","YR1991","Plausible bound is 48.9 - 57.8",
"ARE","SH.STA.OWAD.ZS","YR1992","Plausible bound is 49.4 - 58.2",
"ARE","SH.STA.OWAD.ZS","YR1993","Plausible bound is 49.8 - 58.5",
"ARE","SH.STA.OWAD.ZS","YR1994","Plausible bound is 50.4 - 58.9",
"ARE","SH.STA.OWAD.ZS","YR1995","Plausible bound is 50.9 - 59.2",
"ARE","SH.STA.OWAD.ZS","YR1996","Plausible bound is 51.4 - 59.7",
"ARE","SH.STA.OWAD.ZS","YR1997","Plausible bound is 52 - 60.1",
"ARE","SH.STA.OWAD.ZS","YR1998","Plausible bound is 52.6 - 60.6",
"ARE","SH.STA.OWAD.ZS","YR1999","Plausible bound is 53.2 - 61.1",
"ARE","SH.STA.OWAD.ZS","YR2000","Plausible bound is 53.8 - 61.5",
"ARE","SH.STA.OWAD.ZS","YR2001","Plausible bound is 54.5 - 62.1",
"ARE","SH.STA.OWAD.ZS","YR2002","Plausible bound is 55.2 - 62.7",
"ARE","SH.STA.OWAD.ZS","YR2003","Plausible bound is 55.9 - 63.3",
"ARE","SH.STA.OWAD.ZS","YR2004","Plausible bound is 56.6 - 63.9",
"ARE","SH.STA.OWAD.ZS","YR2005","Plausible bound is 57.2 - 64.5",
"ARE","SH.STA.OWAD.ZS","YR2006","Plausible bound is 57.8 - 65.1",
"ARE","SH.STA.OWAD.ZS","YR2007","Plausible bound is 58.4 - 65.8",
"ARE","SH.STA.OWAD.ZS","YR2008","Plausible bound is 59.1 - 66.6",
"ARE","SH.STA.OWAD.ZS","YR2009","Plausible bound is 59.7 - 67.3",
"ARE","SH.STA.OWAD.ZS","YR2010","Plausible bound is 60.3 - 68",
"ARE","SH.STA.OWAD.ZS","YR2011","Plausible bound is 60.8 - 68.6",
"ARE","SH.STA.OWAD.ZS","YR2012","Plausible bound is 61.4 - 69.4",
"ARE","SH.STA.OWAD.ZS","YR2013","Plausible bound is 61.9 - 70.2",
"ARE","SH.STA.OWAD.ZS","YR2014","Plausible bound is 62.3 - 70.9",
"ARE","SH.STA.OWAD.ZS","YR2015","Plausible bound is 62.7 - 71.6",
"ARE","SH.STA.OWAD.ZS","YR2016","Plausible bound is 63.2 - 72.4",
"ARE","SI.DST.FRST.20","YR2014","Estimated from grouped income data.",
"ARE","SI.POV.GINI","YR2014","Estimated from grouped income data.",
"ARE","SN.ITK.DEFC.ZS","YR2000","Proportion of undernourished less than 2.5 percent.",
"ARE","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"ARE","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"ARG","IT.NET.USER.ZS","YR1990","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1992","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1993","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1994","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1995","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1996","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1997","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1998","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR1999","Source: Comisión Nacional de Comunicaciones.",
"ARG","IT.NET.USER.ZS","YR2000","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2001","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2002","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2003","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2004","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2005","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2006","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2007","Source: SECOM.",
"ARG","IT.NET.USER.ZS","YR2008","Source: SECOM.",
